;approval;gender;usia; pinjaman;tenor;pemasukan;tanggungan;pekerjaan
506;Y;F;86;1400000;10;4400000;1;Pekerja Lepas
507;Y;M;32;1600000;12;4000000;4;Pedagang
508;N;F;65;1900000;20;2000000;0;Pekerja Lepas
509;Y;M;60;1800000;6;4000000;2;Pekerja Lepas
510;N;M;52;1200000;5;3000000;2;Guru/Dosen
511;N;M;37;1900000;4;1500000;5;Wirausaha
512;N;F;24;1200000;20;3500000;5;Buruh
513;Y;F;76;1200000;8;4400000;0;Pedagang
514;Y;F;72;1200000;6;4400000;5;Pekerja Lepas
515;N;M;39;2500000;16;1500000;5;Buruh
516;N;M;51;1400000;3;2000000;0;Wirausaha
517;Y;F;28;1900000;16;5000000;0;Guru/Dosen
518;Y;F;49;1000000;12;4000000;5;Wirausaha
519;N;M;34;1200000;10;2500000;0;Guru/Dosen
520;Y;M;64;3000000;3;4600000;4;Pedagang
521;N;M;53;1200000;8;2000000;2;Pedagang
522;N;F;86;1200000;20;2500000;3;Guru/Dosen
523;N;F;72;1200000;6;1200000;4;Buruh
524;Y;M;22;1000000;20;4000000;0;Guru/Dosen
525;N;M;92;1800000;4;4800000;1;Buruh
526;Y;M;39;1000000;16;4400000;3;Pedagang
527;Y;F;63;1900000;4;4500000;1;Buruh
528;Y;M;82;3000000;8;2300000;4;Pedagang
529;Y;M;48;500000;4;4000000;4;Pekerja Lepas
530;Y;F;94;1600000;16;4500000;2;Wirausaha
531;N;F;100;700000;10;1500000;1;Pekerja Lepas
532;Y;F;64;2500000;16;5000000;4;Wirausaha
533;N;F;82;2000000;3;2000000;1;Pedagang
534;N;M;72;1500000;4;1800000;5;Pedagang
535;N;M;36;1000000;10;1500000;1;Pekerja Lepas
536;Y;F;21;500000;4;4500000;4;Pekerja Lepas
537;N;M;48;1500000;4;2000000;4;Pedagang
538;N;F;82;700000;16;2300000;0;Guru/Dosen
539;Y;F;33;500000;4;3500000;5;Pedagang
540;N;M;31;2500000;16;2000000;1;Pekerja Lepas
541;Y;F;79;500000;12;5000000;3;Wirausaha
542;Y;F;100;500000;6;4500000;5;Wirausaha
543;Y;F;20;500000;10;2500000;1;Wirausaha
544;Y;F;51;1900000;4;5000000;2;Pedagang
545;Y;M;37;1400000;4;2500000;0;Pedagang
546;N;M;78;2000000;8;3000000;3;Buruh
547;Y;F;75;1600000;10;4800000;3;Wirausaha
548;Y;M;96;1400000;4;4600000;0;Pedagang
549;Y;M;47;1900000;6;4000000;3;Pekerja Lepas
550;N;M;32;1200000;10;2300000;2;Guru/Dosen
551;N;F;79;1200000;8;1200000;3;Buruh
552;Y;M;44;500000;4;4400000;0;Pedagang
553;N;M;43;2000000;4;1800000;2;Buruh
554;N;F;62;1200000;12;2500000;3;Guru/Dosen
555;Y;M;67;3000000;4;4000000;1;Pedagang
556;N;M;85;1200000;4;3500000;1;Guru/Dosen
557;Y;M;61;700000;3;5000000;1;Guru/Dosen
558;Y;M;49;1500000;10;2500000;0;Pekerja Lepas
559;Y;F;92;1200000;12;4600000;3;Wirausaha
560;N;F;95;1000000;16;1800000;4;Wirausaha
561;N;F;50;700000;3;4800000;4;Buruh
562;N;M;65;1400000;8;4000000;3;Guru/Dosen
563;N;M;54;1200000;10;1800000;1;Pekerja Lepas
564;N;M;78;1600000;5;4000000;4;Guru/Dosen
565;Y;M;22;2000000;4;4600000;0;Pekerja Lepas
566;Y;F;50;500000;20;2500000;2;Pekerja Lepas
567;Y;F;46;2500000;8;4400000;3;Pedagang
568;Y;M;22;500000;8;3500000;2;Pekerja Lepas
569;Y;M;79;1900000;3;4500000;0;Wirausaha
570;Y;M;36;500000;10;5000000;2;Pekerja Lepas
571;Y;M;21;1200000;3;4600000;1;Pedagang
572;Y;F;20;3000000;3;4600000;3;Pekerja Lepas
573;N;M;77;2000000;5;2000000;3;Pekerja Lepas
574;Y;M;44;1600000;8;4400000;3;Pedagang
575;N;M;47;1600000;5;1500000;5;Buruh
576;N;F;85;2500000;3;5000000;2;Guru/Dosen
577;N;M;80;1800000;6;2300000;3;Buruh
578;Y;F;31;700000;6;4400000;5;Pekerja Lepas
579;N;M;86;1500000;12;1500000;1;Buruh
580;N;M;27;1900000;20;1200000;4;Pedagang
581;N;M;94;1200000;10;1800000;5;Guru/Dosen
582;Y;F;21;3000000;20;2500000;4;Pedagang
583;Y;M;55;1200000;16;3000000;5;Pekerja Lepas
584;N;M;55;1200000;3;2000000;2;Pedagang
585;Y;M;43;1400000;6;4600000;5;Pekerja Lepas
586;Y;F;100;1900000;3;5000000;3;Pedagang
587;N;M;61;1600000;5;2500000;0;Guru/Dosen
588;Y;F;92;1400000;4;4000000;0;Pedagang
589;N;F;41;3000000;8;1800000;5;Pedagang
590;N;F;100;700000;10;2000000;0;Buruh
591;Y;M;92;1500000;3;5000000;2;Wirausaha
592;N;M;75;500000;5;3000000;0;Guru/Dosen
593;Y;M;74;1000000;10;5000000;3;Pedagang
594;N;M;64;1200000;10;4400000;5;Guru/Dosen
595;Y;M;69;2500000;8;2300000;0;Pekerja Lepas
596;N;F;67;2000000;4;2300000;1;Buruh
597;N;M;24;1600000;16;4500000;5;Guru/Dosen
598;Y;F;73;500000;16;3000000;5;Pekerja Lepas
599;N;M;94;1600000;20;4000000;1;Guru/Dosen
600;Y;M;21;500000;10;4000000;2;Wirausaha
601;N;M;31;3000000;10;1200000;5;Wirausaha
602;N;F;84;1900000;8;1200000;2;Guru/Dosen
603;Y;M;79;2000000;4;3000000;3;Pedagang
604;Y;F;100;1800000;20;4800000;2;Pedagang
605;Y;M;42;1400000;8;4400000;0;Pekerja Lepas
606;Y;M;98;3000000;10;3500000;1;Pedagang
607;Y;M;51;1200000;8;2500000;5;Pedagang
608;Y;M;28;1500000;16;4600000;1;Guru/Dosen
609;N;F;66;1500000;10;2000000;0;Wirausaha
610;N;F;35;1200000;4;2000000;3;Wirausaha
611;N;M;86;1000000;5;2500000;5;Guru/Dosen
612;N;M;29;1200000;10;4800000;5;Guru/Dosen
613;Y;M;38;2500000;4;4600000;3;Pedagang
614;N;F;36;1600000;4;3000000;5;Guru/Dosen
615;Y;F;72;1200000;20;4600000;4;Wirausaha
616;N;M;57;1900000;4;1800000;5;Guru/Dosen
617;Y;M;51;1200000;20;4000000;0;Buruh
618;Y;M;76;1200000;10;4800000;4;Pedagang
619;N;F;28;700000;12;1500000;5;Pedagang
620;Y;M;37;1800000;3;3500000;1;Pekerja Lepas
621;N;M;34;1200000;16;2300000;4;Guru/Dosen
622;Y;M;35;1800000;12;2300000;0;Pekerja Lepas
623;Y;M;99;1200000;3;4500000;5;Pekerja Lepas
624;N;M;40;1600000;8;1200000;1;Wirausaha
625;Y;M;40;1600000;10;5000000;3;Pekerja Lepas
626;Y;M;42;1600000;8;4500000;2;Pekerja Lepas
627;N;F;54;1600000;10;2000000;2;Pedagang
628;Y;F;75;1400000;8;4500000;1;Wirausaha
629;Y;F;76;2500000;10;2300000;2;Pedagang
630;Y;F;20;1800000;10;4000000;0;Pedagang
631;N;F;75;3000000;8;1200000;3;Pedagang
632;Y;M;76;1200000;4;4000000;0;Pekerja Lepas
633;Y;M;74;1200000;10;4000000;2;Pedagang
634;N;F;99;2000000;12;1800000;0;Pekerja Lepas
635;N;F;100;1600000;3;2000000;1;Buruh
636;Y;F;22;1600000;5;4800000;0;Pekerja Lepas
637;N;M;47;1200000;6;1800000;0;Pekerja Lepas
638;Y;F;73;1000000;8;4000000;5;Pekerja Lepas
639;Y;F;39;500000;20;3500000;2;Pedagang
640;N;F;35;500000;4;2000000;1;Pekerja Lepas
641;Y;M;82;1800000;4;2300000;0;Wirausaha
642;N;M;46;500000;10;2000000;5;Pekerja Lepas
643;N;M;25;1200000;4;2000000;4;Buruh
644;N;F;92;1800000;16;5000000;5;Buruh
645;Y;F;30;2000000;16;5000000;2;Pedagang
646;Y;M;50;1200000;10;5000000;3;Pedagang
647;Y;M;45;1500000;16;4500000;5;Wirausaha
648;Y;M;77;1400000;6;4400000;2;Wirausaha
649;Y;M;31;700000;4;3500000;2;Pedagang
650;Y;M;28;1900000;12;4800000;3;Wirausaha
651;N;M;45;1500000;3;1800000;4;Pekerja Lepas
652;Y;M;87;1000000;10;4600000;3;Pedagang
653;N;M;78;500000;6;1800000;2;Buruh
654;N;M;30;1000000;3;3000000;1;Guru/Dosen
655;N;M;53;1600000;6;1500000;2;Buruh
656;Y;F;64;2000000;3;3000000;2;Pedagang
657;Y;M;91;1200000;8;2500000;2;Pedagang
658;N;M;40;1900000;10;2000000;2;Pedagang
659;Y;F;50;1200000;12;3500000;1;Pedagang
660;N;M;21;1200000;8;1800000;2;Wirausaha
661;N;M;76;500000;12;2000000;5;Buruh
662;Y;M;63;1800000;10;5000000;1;Wirausaha
663;Y;F;93;500000;3;2500000;0;Pedagang
664;N;M;22;2000000;16;4500000;3;Guru/Dosen
665;Y;M;78;1500000;20;4800000;5;Pedagang
666;Y;M;90;700000;8;2500000;5;Wirausaha
667;Y;M;46;500000;8;4800000;2;Wirausaha
668;Y;M;29;500000;6;3000000;5;Pekerja Lepas
669;Y;M;37;3000000;16;5000000;4;Pedagang
670;N;M;61;2500000;6;1500000;3;Buruh
671;N;F;65;700000;16;1200000;4;Pedagang
672;Y;M;21;1000000;8;2500000;4;Pedagang
673;Y;M;90;1200000;8;4400000;5;Pedagang
674;N;M;45;1200000;16;3000000;3;Guru/Dosen
675;Y;M;64;500000;20;5000000;3;Pekerja Lepas
676;Y;M;71;1200000;8;5000000;4;Wirausaha
677;Y;M;49;1200000;12;4400000;5;Wirausaha
678;Y;M;58;2500000;3;4500000;5;Pedagang
679;Y;M;80;1500000;4;4500000;3;Pedagang
680;N;M;43;1400000;5;4400000;4;Buruh
681;N;F;100;1200000;16;2000000;5;Pedagang
682;N;F;67;1800000;10;3500000;2;Guru/Dosen
683;N;M;34;500000;10;2500000;3;Buruh
684;N;F;26;1800000;5;4800000;3;Buruh
685;N;M;69;2000000;3;1500000;2;Pekerja Lepas
686;N;F;63;1200000;20;1500000;3;Wirausaha
687;Y;M;87;1200000;4;4500000;3;Pedagang
688;N;M;40;1200000;8;2000000;5;Pekerja Lepas
689;N;M;54;1000000;3;2300000;3;Buruh
690;Y;F;25;2000000;4;4600000;0;Wirausaha
691;Y;F;94;1800000;12;2500000;3;Wirausaha
692;N;M;75;2000000;6;3000000;4;Guru/Dosen
693;N;M;21;2500000;4;1200000;2;Wirausaha
694;Y;F;69;1200000;20;3000000;2;Pedagang
695;Y;M;80;500000;16;2500000;5;Pedagang
696;N;F;92;3000000;3;5000000;3;Buruh
697;N;M;87;1200000;12;1800000;2;Guru/Dosen
698;N;M;60;3000000;10;1800000;5;Pekerja Lepas
699;N;M;28;1200000;12;1500000;1;Wirausaha
700;Y;M;79;1400000;3;3500000;3;Pekerja Lepas
701;Y;F;36;700000;12;2300000;0;Guru/Dosen
702;N;M;26;2000000;3;4500000;4;Guru/Dosen
703;N;M;67;1200000;8;1200000;3;Wirausaha
704;N;M;55;1500000;4;3500000;2;Buruh
705;N;M;86;500000;3;3000000;4;Guru/Dosen
706;N;F;22;1800000;20;1500000;1;Buruh
707;Y;F;31;2500000;16;2500000;0;Pedagang
708;N;M;20;500000;12;3000000;0;Guru/Dosen
709;N;F;95;1500000;5;4400000;3;Guru/Dosen
710;N;F;31;1600000;4;1800000;2;Guru/Dosen
711;N;F;67;2500000;4;1500000;4;Buruh
712;Y;F;45;1800000;16;4600000;4;Pedagang
713;Y;M;91;1000000;4;3000000;3;Pedagang
714;Y;F;76;2500000;4;4000000;4;Pekerja Lepas
715;N;M;99;1200000;5;1800000;4;Pedagang
716;Y;M;44;1200000;8;5000000;5;Wirausaha
717;Y;M;88;1200000;16;4400000;4;Pedagang
718;N;M;74;1400000;4;2000000;5;Guru/Dosen
719;Y;M;30;1800000;5;4000000;5;Pedagang
720;N;M;100;1900000;10;1500000;3;Pedagang
721;Y;M;52;2500000;10;4000000;0;Buruh
722;N;M;57;1200000;10;1500000;1;Pedagang
723;Y;M;62;1400000;20;3000000;0;Pedagang
724;N;F;97;500000;3;1800000;4;Pedagang
725;N;F;96;1900000;12;1200000;0;Pekerja Lepas
726;Y;M;88;1200000;16;2500000;5;Wirausaha
727;Y;M;65;1400000;3;4000000;0;Wirausaha
728;Y;M;22;1900000;10;2300000;2;Pekerja Lepas
729;N;M;100;1200000;10;2000000;0;Guru/Dosen
730;N;M;85;1400000;10;1500000;1;Pedagang
731;N;M;45;1800000;5;2000000;5;Buruh
732;Y;M;72;1000000;4;3000000;0;Pedagang
733;Y;M;92;1500000;16;4000000;5;Pedagang
734;N;M;31;1600000;10;2000000;1;Pedagang
735;Y;F;60;3000000;8;5000000;5;Pekerja Lepas
736;Y;F;68;1600000;4;4600000;3;Pedagang
737;N;M;24;1500000;8;4600000;2;Guru/Dosen
738;N;M;29;500000;8;2000000;5;Wirausaha
739;Y;F;82;3000000;8;4600000;3;Wirausaha
740;N;M;22;2500000;6;1800000;0;Wirausaha
741;N;M;63;1400000;10;2500000;3;Guru/Dosen
742;Y;M;56;3000000;6;4600000;0;Wirausaha
743;Y;M;78;3000000;20;4400000;2;Pedagang
744;Y;F;75;3000000;8;4600000;4;Wirausaha
745;Y;M;76;700000;10;4600000;1;Pedagang
746;Y;M;80;1600000;3;3000000;3;Pedagang
747;Y;M;70;1200000;4;4000000;1;Wirausaha
748;Y;M;70;1200000;6;3000000;0;Pedagang
749;N;M;67;1200000;3;2500000;1;Buruh
750;Y;M;59;1500000;4;2500000;4;Wirausaha
751;N;M;57;1500000;4;1500000;2;Wirausaha
752;N;M;32;2500000;10;1500000;2;Pekerja Lepas
753;N;M;32;700000;20;1800000;4;Buruh
754;Y;M;80;1600000;10;2300000;2;Pedagang
755;N;M;48;2500000;8;1800000;1;Pedagang
756;Y;F;35;3000000;3;5000000;0;Buruh
757;Y;M;50;1600000;10;4500000;2;Pekerja Lepas
758;N;F;48;1000000;6;4600000;3;Buruh
759;N;F;83;1200000;4;4500000;4;Buruh
760;Y;F;66;1200000;6;4400000;1;Wirausaha
761;Y;M;82;2500000;20;4800000;5;Wirausaha
762;Y;F;99;500000;16;4000000;3;Wirausaha
763;Y;M;20;1400000;16;2300000;5;Pedagang
764;N;M;49;1000000;10;3000000;4;Guru/Dosen
765;N;F;26;2000000;4;1200000;3;Pedagang
766;N;M;20;1200000;8;2000000;3;Pedagang
767;N;F;91;500000;4;3000000;4;Buruh
768;Y;M;99;2000000;12;4400000;2;Wirausaha
769;N;M;42;1500000;5;4500000;4;Guru/Dosen
770;Y;F;78;500000;16;5000000;2;Pedagang
771;N;M;99;700000;4;5000000;1;Buruh
772;Y;F;78;500000;10;3500000;2;Pedagang
773;Y;M;53;2500000;8;5000000;3;Pedagang
774;Y;M;34;2500000;6;4800000;2;Wirausaha
775;Y;M;69;1400000;8;4400000;3;Pekerja Lepas
776;Y;F;34;1200000;3;2500000;3;Wirausaha
777;Y;M;100;1600000;4;3000000;0;Pedagang
778;N;M;54;1000000;16;2000000;2;Wirausaha
779;N;F;93;1200000;10;3500000;3;Guru/Dosen
780;Y;M;22;500000;3;5000000;2;Wirausaha
781;N;M;24;500000;10;4800000;3;Guru/Dosen
782;Y;M;37;700000;8;4000000;5;Pedagang
783;N;M;95;500000;4;2000000;0;Wirausaha
784;Y;M;95;2000000;10;4600000;2;Pedagang
785;Y;M;45;1900000;5;4600000;3;Pedagang
786;Y;F;84;500000;16;4000000;5;Pekerja Lepas
787;Y;F;59;1800000;4;4500000;5;Pedagang
788;N;M;73;1000000;4;1200000;3;Buruh
789;Y;F;36;1000000;10;4800000;1;Pedagang
790;N;M;81;1800000;16;2300000;4;Buruh
791;N;M;90;1400000;10;2300000;1;Guru/Dosen
792;Y;F;35;500000;4;4000000;1;Wirausaha
793;Y;F;54;500000;6;4500000;1;Pekerja Lepas
794;Y;F;65;1200000;3;2300000;1;Pekerja Lepas
795;Y;F;50;500000;12;4800000;0;Pekerja Lepas
796;N;M;72;2500000;5;4600000;0;Buruh
797;N;M;39;3000000;12;1200000;5;Wirausaha
798;Y;M;97;2500000;20;4000000;0;Wirausaha
799;N;F;77;1500000;12;1800000;3;Wirausaha
800;Y;F;64;1900000;5;4400000;0;Pedagang
801;N;M;43;3000000;10;1800000;5;Pekerja Lepas
802;N;M;47;500000;20;1800000;1;Pedagang
803;Y;M;72;2000000;12;4000000;2;Pekerja Lepas
804;N;M;29;1400000;20;2000000;2;Guru/Dosen
805;N;M;72;1900000;12;4500000;5;Guru/Dosen
806;N;M;40;1200000;4;3000000;3;Guru/Dosen
807;N;M;63;700000;3;2500000;2;Buruh
808;N;F;96;1200000;10;4600000;5;Buruh
809;Y;M;82;500000;5;4500000;2;Pedagang
810;Y;F;50;1200000;4;4000000;2;Pekerja Lepas
811;Y;M;70;1000000;3;5000000;1;Pekerja Lepas
812;N;F;65;500000;10;2000000;1;Pekerja Lepas
813;Y;M;67;2500000;12;2500000;3;Pekerja Lepas
814;Y;M;98;1400000;8;4400000;2;Wirausaha
815;Y;M;57;2500000;10;4800000;4;Pedagang
816;N;M;57;1200000;10;2300000;2;Buruh
817;Y;M;38;1600000;8;4600000;2;Pekerja Lepas
818;N;M;44;1500000;3;1800000;5;Wirausaha
819;Y;M;34;1200000;16;3000000;5;Wirausaha
820;N;F;24;3000000;3;3500000;5;Buruh
821;N;F;64;500000;6;2300000;3;Guru/Dosen
822;N;M;82;2500000;4;2300000;2;Buruh
823;N;M;32;1000000;4;1500000;1;Pedagang
824;Y;F;99;1200000;5;2300000;3;Wirausaha
825;Y;M;55;1000000;12;2500000;0;Pekerja Lepas
826;Y;M;88;1200000;5;3000000;3;Pedagang
827;Y;M;66;1400000;8;3500000;3;Pedagang
828;Y;M;73;700000;3;4800000;1;Pedagang
829;Y;F;51;500000;3;2300000;1;Pekerja Lepas
830;Y;M;30;1800000;8;2500000;2;Pedagang
831;N;M;78;700000;4;1800000;2;Pedagang
832;N;M;81;700000;6;4600000;3;Guru/Dosen
833;Y;F;79;3000000;6;4000000;0;Wirausaha
834;Y;M;69;1200000;4;3500000;4;Wirausaha
835;Y;M;100;1200000;10;3000000;4;Pekerja Lepas
836;Y;M;26;2500000;12;4000000;1;Wirausaha
837;N;M;85;2500000;8;1500000;4;Buruh
838;N;F;20;2500000;4;2300000;4;Buruh
839;N;F;72;1900000;12;4600000;3;Buruh
840;Y;M;31;1600000;12;2300000;5;Wirausaha
841;Y;M;79;3000000;16;4800000;3;Wirausaha
842;N;M;89;1600000;3;1200000;3;Guru/Dosen
843;Y;F;45;1200000;4;2300000;4;Pedagang
844;Y;M;25;1200000;6;2500000;4;Pedagang
845;Y;M;77;1400000;20;4400000;3;Pekerja Lepas
846;N;M;31;2000000;4;4000000;1;Guru/Dosen
847;N;F;30;1200000;10;1800000;2;Pedagang
848;N;F;80;1500000;5;4400000;2;Buruh
849;Y;F;70;500000;5;2500000;2;Pedagang
850;Y;M;66;1000000;6;2500000;1;Pekerja Lepas
851;Y;M;65;500000;10;2500000;4;Pedagang
852;Y;M;58;1200000;10;3000000;0;Pedagang
853;N;M;56;1000000;4;5000000;2;Guru/Dosen
854;Y;F;37;500000;10;4800000;0;Wirausaha
855;N;M;81;700000;4;2000000;0;Pedagang
856;N;M;33;1900000;5;2300000;0;Buruh
857;Y;F;28;1600000;6;3000000;2;Pedagang
858;N;M;76;1400000;4;2000000;1;Guru/Dosen
859;N;M;60;1600000;8;2000000;0;Pedagang
860;N;M;29;700000;20;1800000;2;Pedagang
861;Y;M;87;1200000;16;4600000;3;Pedagang
862;Y;M;36;1200000;16;3000000;5;Pedagang
863;N;M;68;1200000;10;2500000;1;Guru/Dosen
864;N;F;75;1600000;12;1500000;4;Buruh
865;Y;M;80;3000000;4;4800000;1;Pedagang
866;Y;M;60;1900000;5;3500000;5;Wirausaha
867;Y;M;32;1600000;6;4400000;4;Pekerja Lepas
868;N;M;71;2500000;6;4000000;5;Buruh
869;Y;M;27;700000;12;4600000;3;Pekerja Lepas
870;Y;M;82;1000000;5;4800000;4;Wirausaha
871;N;M;91;1400000;4;1200000;4;Guru/Dosen
872;N;M;75;1600000;5;1800000;1;Guru/Dosen
873;N;F;33;500000;12;2300000;2;Guru/Dosen
874;N;M;73;500000;6;2000000;5;Pedagang
875;Y;M;67;1900000;16;5000000;2;Pedagang
876;Y;M;69;1200000;8;2300000;4;Pedagang
877;N;M;33;1800000;4;2000000;2;Pedagang
878;Y;M;46;500000;10;4500000;2;Pedagang
879;N;F;46;1000000;20;4500000;5;Guru/Dosen
880;N;F;27;1200000;8;1800000;1;Pedagang
881;Y;M;27;700000;10;3000000;0;Wirausaha
882;N;F;33;2500000;10;2000000;5;Buruh
883;Y;M;55;500000;5;2300000;2;Pedagang
884;N;F;74;1000000;4;1500000;0;Pedagang
885;N;F;35;1200000;3;1500000;2;Pedagang
886;Y;M;34;1200000;5;4400000;2;Pedagang
887;Y;M;64;1900000;10;2500000;0;Pedagang
888;N;F;87;1200000;16;1800000;2;Pedagang
889;N;F;35;1200000;12;1500000;5;Guru/Dosen
890;Y;F;55;500000;3;4800000;5;Pedagang
891;N;F;90;1900000;6;1500000;1;Guru/Dosen
892;N;M;84;2000000;5;4600000;3;Guru/Dosen
893;N;M;91;3000000;10;3000000;3;Guru/Dosen
894;Y;M;56;500000;5;2500000;4;Pekerja Lepas
895;N;F;26;500000;12;2000000;1;Pekerja Lepas
896;N;M;97;3000000;3;1500000;5;Guru/Dosen
897;N;F;90;700000;10;1200000;0;Buruh
898;Y;M;57;3000000;12;4000000;0;Buruh
899;Y;M;41;1900000;3;4000000;4;Wirausaha
900;Y;F;52;500000;10;3500000;0;Pekerja Lepas
901;Y;F;32;1500000;20;4000000;0;Pekerja Lepas
902;Y;M;34;2000000;12;4400000;5;Pekerja Lepas
903;N;M;24;1500000;16;1800000;4;Pedagang
904;N;F;62;1900000;4;2300000;1;Guru/Dosen
905;N;M;81;500000;20;1800000;5;Guru/Dosen
906;N;M;33;1600000;16;1500000;5;Buruh
907;N;F;38;1500000;10;2000000;0;Pedagang
908;N;M;79;2000000;4;2500000;0;Guru/Dosen
909;Y;F;83;1200000;4;2300000;1;Pedagang
910;Y;F;78;1600000;20;4000000;1;Pekerja Lepas
911;Y;M;55;1600000;20;3500000;4;Pedagang
912;Y;F;41;1200000;6;5000000;5;Pedagang
913;N;M;63;1400000;4;2000000;5;Wirausaha
914;N;M;55;1800000;12;2300000;4;Guru/Dosen
915;N;M;98;1600000;10;1800000;4;Buruh
916;Y;M;62;500000;10;4800000;1;Buruh
917;N;M;67;1200000;20;2000000;1;Pedagang
918;Y;F;47;1500000;3;4800000;0;Pedagang
919;Y;M;38;1800000;20;4600000;1;Pedagang
920;N;M;67;500000;16;4000000;4;Guru/Dosen
921;N;M;29;2500000;3;2000000;2;Guru/Dosen
922;N;M;25;1500000;10;2000000;3;Guru/Dosen
923;Y;M;98;2500000;10;4800000;5;Pedagang
924;N;M;93;1900000;10;2500000;2;Buruh
925;N;F;35;1200000;4;3500000;4;Guru/Dosen
926;N;M;55;700000;6;1500000;0;Pedagang
927;Y;M;69;500000;4;4600000;4;Pedagang
928;N;F;43;2500000;20;4600000;3;Buruh
929;Y;M;99;1600000;5;3500000;1;Wirausaha
930;N;M;48;2500000;8;1500000;2;Pedagang
931;N;M;33;500000;3;4500000;3;Buruh
932;Y;M;91;500000;20;4600000;1;Pekerja Lepas
933;Y;M;99;1600000;5;4500000;1;Pedagang
934;N;M;45;1200000;10;2000000;4;Pedagang
935;Y;M;89;2500000;4;4000000;0;Pekerja Lepas
936;N;F;68;3000000;12;3000000;3;Guru/Dosen
937;Y;F;56;1000000;10;4500000;0;Buruh
938;Y;M;45;1800000;10;2300000;0;Pedagang
939;Y;F;71;1500000;10;4000000;0;Wirausaha
940;N;F;32;3000000;5;1800000;0;Pekerja Lepas
941;Y;M;52;1000000;3;4000000;5;Pedagang
942;N;F;83;2000000;20;4600000;3;Guru/Dosen
943;N;M;83;1200000;8;4400000;2;Buruh
944;Y;M;35;1200000;12;4400000;1;Pedagang
945;N;M;27;500000;5;2300000;5;Buruh
946;N;M;95;1400000;12;3000000;1;Buruh
947;N;M;61;1200000;4;3000000;5;Guru/Dosen
948;N;M;71;1200000;5;3000000;0;Buruh
949;Y;F;42;1200000;12;2500000;0;Guru/Dosen
950;Y;M;47;1400000;10;4600000;1;Pedagang
951;N;M;33;2000000;6;2000000;4;Pedagang
952;Y;M;45;2000000;6;4600000;2;Pekerja Lepas
953;N;M;28;3000000;16;2500000;2;Guru/Dosen
954;N;M;28;1200000;10;4500000;3;Guru/Dosen
955;Y;F;72;1200000;10;4800000;3;Pekerja Lepas
956;N;M;31;1800000;20;3000000;1;Guru/Dosen
957;N;M;100;2000000;4;4400000;1;Guru/Dosen
958;N;M;23;1000000;5;3000000;1;Guru/Dosen
959;Y;M;58;1800000;12;3000000;1;Pedagang
960;N;M;23;1200000;5;5000000;3;Buruh
961;Y;M;56;700000;16;4600000;2;Wirausaha
962;Y;M;82;700000;3;4000000;3;Wirausaha
963;Y;F;81;1200000;3;5000000;5;Pekerja Lepas
964;Y;F;39;1900000;4;5000000;3;Wirausaha
965;N;M;90;3000000;8;5000000;1;Guru/Dosen
966;Y;F;70;500000;4;4000000;4;Pedagang
967;N;M;83;1500000;4;3500000;4;Guru/Dosen
968;N;M;71;1900000;12;1800000;1;Wirausaha
969;N;F;23;1400000;3;1500000;5;Pedagang
970;N;M;68;3000000;4;5000000;0;Buruh
971;N;M;74;2000000;6;4600000;2;Guru/Dosen
972;N;M;38;1800000;4;2000000;4;Wirausaha
973;Y;M;52;2000000;5;3000000;2;Wirausaha
974;N;M;71;1800000;3;1800000;5;Pedagang
975;Y;M;32;1400000;6;4600000;1;Pedagang
976;Y;M;78;1800000;12;3000000;4;Pedagang
977;N;M;91;1200000;4;4800000;4;Guru/Dosen
978;Y;F;97;500000;6;3000000;2;Pekerja Lepas
979;Y;M;53;500000;3;5000000;1;Buruh
980;Y;M;26;500000;10;3500000;2;Pekerja Lepas
981;N;M;72;1200000;12;2500000;4;Guru/Dosen
982;Y;M;49;1600000;4;4800000;5;Pedagang
983;N;M;38;1000000;8;2000000;2;Pedagang
984;N;M;79;1200000;3;5000000;0;Buruh
985;N;M;98;1200000;16;3500000;5;Buruh
986;N;F;76;1200000;4;1500000;4;Guru/Dosen
987;N;M;23;500000;5;3500000;3;Buruh
988;Y;M;73;500000;20;3000000;4;Pedagang
989;N;M;57;2000000;6;2000000;3;Pedagang
990;Y;M;26;1400000;3;4400000;2;Pekerja Lepas
991;Y;M;32;2000000;10;4400000;5;Pedagang
992;N;M;46;2000000;10;1500000;2;Guru/Dosen
993;N;F;69;2000000;16;4000000;3;Guru/Dosen
994;Y;F;34;3000000;4;5000000;4;Wirausaha
995;Y;F;37;1800000;10;4400000;0;Guru/Dosen
996;N;F;62;1000000;6;2000000;2;Wirausaha
997;Y;F;64;700000;10;4000000;1;Pedagang
998;Y;M;47;1900000;12;3000000;4;Pekerja Lepas
999;Y;M;98;2500000;16;4600000;5;Pedagang
1000;N;M;60;1200000;16;4500000;4;Buruh
1001;Y;M;32;1600000;5;5000000;2;Pekerja Lepas
1002;Y;F;75;1800000;4;4400000;1;Pedagang
1003;Y;F;56;1200000;3;4600000;0;Buruh
1004;Y;M;41;1800000;8;3500000;5;Pedagang
1005;N;F;20;500000;4;1500000;2;Guru/Dosen
1006;N;M;68;1400000;16;1500000;0;Pedagang
1007;N;M;52;2500000;6;1800000;3;Wirausaha
1008;N;F;80;500000;4;4500000;0;Buruh
1009;N;M;92;3000000;6;1800000;3;Wirausaha
1010;N;F;37;3000000;6;1200000;0;Wirausaha
1011;Y;M;44;1800000;4;2300000;5;Pedagang
