Gender;Usia;Pinjaman;Tenor;Pemasukan;Tanggungan;Pekerjaan;Donasi
F;83;500000;10;1200000;0;Pedagang;3
M;65;3000000;4;2500000;0;Pekerja Lepas;4
F;97;2500000;6;1500000;4;Wirausaha;6
F;33;500000;16;5000000;2;Guru/Dosen;3
M;86;1200000;5;4000000;4;Pekerja Lepas;5
F;23;2500000;8;4600000;4;Pekerja Lepas;3
M;27;1600000;10;2500000;4;Guru/Dosen;1
M;96;1500000;20;5000000;5;Buruh;3
M;49;1000000;5;2000000;4;Pedagang;1
M;64;1600000;4;4600000;3;Pedagang;1
M;27;1500000;10;3500000;1;Pedagang;1
F;72;700000;10;2000000;3;Pekerja Lepas;0
M;93;1600000;10;4600000;5;Buruh;6
F;87;1000000;10;4600000;1;Guru/Dosen;0
M;40;2500000;3;4800000;1;Wirausaha;5
M;72;1200000;4;3500000;5;Guru/Dosen;7
F;46;1600000;3;2300000;5;Pekerja Lepas;1
M;27;3000000;4;2500000;3;Wirausaha;5
M;48;1200000;10;1800000;4;Pedagang;1
M;48;500000;16;2000000;0;Buruh;6
F;78;1000000;4;2300000;4;Pedagang;6
M;35;1500000;12;4600000;1;Buruh;6
F;53;1200000;20;2500000;2;Pedagang;1
F;35;1600000;12;1800000;5;Wirausaha;4
M;47;2000000;3;2000000;4;Wirausaha;6
F;85;1500000;16;4400000;5;Pedagang;8
F;44;1800000;10;4800000;2;Pedagang;0
F;78;1200000;4;3500000;3;Wirausaha;6
M;63;1600000;6;4800000;2;Pedagang;7
M;59;1900000;3;4500000;4;Pedagang;1
M;51;1200000;20;1500000;1;Buruh;6
M;64;700000;4;1500000;2;Pekerja Lepas;4
M;92;1400000;6;3500000;0;Pedagang;7
M;72;500000;4;5000000;5;Buruh;6
M;92;700000;3;4600000;1;Guru/Dosen;3
M;78;500000;8;1800000;3;Wirausaha;2
M;23;2500000;4;2300000;1;Pekerja Lepas;2
F;64;1200000;10;2000000;3;Guru/Dosen;2
M;24;2500000;6;4500000;3;Wirausaha;0
F;67;2000000;5;2500000;0;Guru/Dosen;8
M;81;500000;4;1500000;4;Buruh;6
M;24;700000;10;3500000;5;Pedagang;1
M;64;2500000;20;1800000;4;Wirausaha;5
M;50;1200000;12;4800000;4;Buruh;1
M;49;1200000;8;3000000;5;Guru/Dosen;5
F;71;1000000;10;4500000;0;Pedagang;1
M;21;1500000;4;4800000;1;Guru/Dosen;5
M;40;1800000;4;4600000;3;Wirausaha;0
F;86;1200000;20;1200000;1;Pedagang;4
M;45;1400000;5;3000000;2;Pekerja Lepas;1
M;81;2500000;4;4000000;0;Wirausaha;1
F;50;700000;6;4400000;0;Pedagang;6
F;74;2000000;20;5000000;3;Guru/Dosen;7
M;50;1500000;16;2500000;1;Pedagang;5
F;28;1200000;4;3500000;3;Pekerja Lepas;0
F;65;1500000;20;4800000;5;Buruh;1
M;73;2500000;16;3500000;4;Pedagang;1
M;45;500000;4;2000000;2;Pedagang;7
F;75;2000000;4;1200000;3;Guru/Dosen;3
M;33;1900000;10;3000000;1;Pedagang;1
M;23;3000000;16;2500000;0;Pedagang;3
F;92;500000;16;3000000;4;Pedagang;0
M;68;1200000;10;3000000;0;Pedagang;0
M;39;2500000;5;4600000;4;Guru/Dosen;2
M;32;1200000;10;2500000;1;Guru/Dosen;1
F;66;700000;3;2000000;3;Pekerja Lepas;1
M;81;2000000;16;4500000;4;Pedagang;0
F;98;1400000;10;4000000;4;Wirausaha;5
M;54;1900000;5;2500000;5;Pekerja Lepas;6
M;32;2000000;10;2000000;1;Guru/Dosen;0
F;82;1600000;4;5000000;5;Buruh;1
F;83;1000000;10;3500000;2;Pedagang;7
M;20;1400000;16;4000000;3;Guru/Dosen;5
F;85;1400000;5;1500000;1;Pedagang;5
F;28;2000000;12;3500000;2;Guru/Dosen;0
F;88;1900000;10;4800000;4;Pedagang;5
M;67;1600000;12;4600000;1;Pedagang;3
M;71;1600000;6;3500000;3;Pedagang;0
M;94;1500000;8;4000000;3;Pedagang;3
M;91;1500000;6;4600000;5;Pekerja Lepas;0
M;34;1400000;4;1500000;2;Pekerja Lepas;4
F;37;1000000;20;4500000;4;Buruh;6
M;62;1200000;6;1800000;5;Pedagang;5
F;64;500000;16;3500000;2;Wirausaha;1
M;63;3000000;10;4600000;1;Buruh;7
M;100;1800000;20;2300000;0;Wirausaha;3
F;22;700000;10;1800000;0;Pedagang;3
F;61;500000;5;5000000;0;Buruh;4
M;76;2000000;5;1800000;2;Buruh;4
M;96;1200000;10;3000000;1;Pedagang;2
M;22;1500000;4;5000000;1;Pedagang;1
F;82;1400000;10;5000000;1;Wirausaha;6
F;53;1800000;8;4500000;2;Pedagang;4
M;56;500000;5;5000000;4;Pedagang;6
M;98;700000;5;4600000;5;Pedagang;4
F;28;1500000;10;1200000;4;Buruh;8
F;23;1400000;5;1800000;3;Buruh;8
M;75;2500000;12;1200000;4;Pedagang;1
F;49;1900000;4;2500000;3;Wirausaha;2
M;59;1500000;12;1200000;2;Guru/Dosen;1
F;47;1800000;10;3000000;0;Guru/Dosen;6
M;93;700000;4;3500000;1;Wirausaha;2
M;20;1500000;4;3500000;3;Buruh;7
F;45;1200000;12;5000000;0;Buruh;6
M;64;1200000;16;4800000;5;Pedagang;3
F;61;3000000;10;4400000;1;Pedagang;5
M;90;1500000;6;4600000;4;Pedagang;0
M;98;1000000;16;4500000;2;Pedagang;4
F;71;500000;5;2000000;2;Wirausaha;5
M;50;3000000;6;2500000;2;Buruh;3
M;64;700000;8;5000000;3;Pedagang;4
M;60;500000;8;1800000;0;Pedagang;0
M;88;3000000;10;2300000;2;Pekerja Lepas;2
M;46;1800000;8;2000000;5;Pekerja Lepas;3
M;36;2000000;16;2500000;4;Guru/Dosen;4
M;53;2500000;3;2000000;4;Buruh;0
M;72;500000;5;3500000;1;Pedagang;5
F;24;3000000;5;2300000;2;Wirausaha;0
F;94;1400000;16;1200000;0;Guru/Dosen;0
F;37;1200000;10;1200000;5;Wirausaha;1
F;23;1600000;8;4500000;5;Pedagang;7
M;58;2500000;16;1200000;0;Buruh;1
M;55;1500000;5;4800000;4;Pedagang;4
M;38;3000000;16;4600000;0;Pedagang;5
F;72;500000;10;1800000;3;Pedagang;1
M;66;1200000;20;1200000;1;Pekerja Lepas;0
M;71;2500000;10;4000000;2;Wirausaha;0
M;37;1400000;10;1200000;3;Pedagang;3
F;66;3000000;3;3000000;0;Buruh;3
M;66;3000000;6;4600000;1;Pedagang;3
M;35;1600000;8;1200000;1;Pedagang;7
M;34;3000000;8;4500000;3;Wirausaha;0
M;70;1200000;4;3000000;5;Pedagang;1
M;62;1400000;12;1500000;5;Pekerja Lepas;1
M;26;500000;8;1800000;0;Pedagang;1
M;52;1800000;3;4500000;4;Pedagang;5
M;96;2500000;5;2300000;3;Wirausaha;1
M;57;1200000;12;3500000;3;Guru/Dosen;2
M;36;1200000;6;2000000;0;Pekerja Lepas;5
F;92;1200000;6;5000000;1;Pedagang;2
M;61;1400000;4;4500000;5;Guru/Dosen;7
F;37;2000000;20;4000000;3;Pedagang;0
M;83;500000;16;4400000;1;Pedagang;4
F;62;3000000;16;2500000;0;Buruh;5
M;28;1900000;16;2000000;0;Buruh;0
M;92;1400000;12;2000000;4;Pekerja Lepas;6
F;64;1200000;8;2500000;5;Pekerja Lepas;1
M;76;1000000;4;3500000;2;Buruh;6
M;39;1800000;16;2500000;2;Pekerja Lepas;4
M;27;3000000;10;3500000;3;Pekerja Lepas;4
M;45;1000000;16;2000000;2;Pedagang;6
F;96;1400000;4;2500000;1;Guru/Dosen;0
M;76;1400000;5;1200000;2;Pedagang;1
M;97;700000;10;4800000;4;Pekerja Lepas;1
F;65;700000;10;2500000;3;Buruh;4
M;82;1900000;10;4800000;4;Wirausaha;1
F;74;500000;4;1200000;3;Pedagang;5
M;45;1200000;4;3000000;3;Wirausaha;8
M;100;2500000;6;1800000;0;Wirausaha;1
M;40;1600000;16;4000000;2;Pedagang;7
M;44;1400000;12;5000000;0;Buruh;3
M;93;700000;16;2000000;4;Wirausaha;4
M;87;500000;6;4400000;1;Pekerja Lepas;1
F;87;1600000;3;4800000;1;Pekerja Lepas;6
M;88;2000000;5;4600000;4;Wirausaha;3
M;72;1600000;4;1500000;5;Wirausaha;1
F;75;1500000;3;3000000;4;Wirausaha;3
M;63;700000;20;3500000;5;Buruh;0
M;89;1200000;12;2300000;1;Pedagang;0
M;71;500000;3;4500000;5;Buruh;1
M;91;500000;3;1500000;3;Buruh;1
F;21;1500000;8;5000000;4;Buruh;1
M;60;500000;6;3000000;2;Pedagang;6
M;75;500000;3;3500000;5;Pekerja Lepas;3
M;99;500000;10;2300000;4;Guru/Dosen;2
F;52;1200000;12;1200000;5;Pekerja Lepas;7
M;69;1200000;10;5000000;2;Pekerja Lepas;3
M;67;500000;12;4000000;3;Pekerja Lepas;1
F;69;500000;10;4400000;2;Pekerja Lepas;6
F;77;1200000;16;2000000;4;Pekerja Lepas;4
M;41;500000;20;2000000;1;Wirausaha;1
M;90;1200000;3;3000000;2;Pedagang;0
F;30;1800000;12;2500000;4;Guru/Dosen;1
M;62;1600000;16;1500000;2;Pekerja Lepas;2
F;88;1500000;16;5000000;0;Guru/Dosen;3
M;21;1200000;5;1800000;1;Wirausaha;1
M;31;1200000;3;4800000;1;Pedagang;5
M;98;1800000;8;2000000;1;Guru/Dosen;6
M;66;700000;5;4400000;2;Pekerja Lepas;5
F;82;2500000;20;1800000;2;Buruh;6
M;58;1900000;6;4400000;1;Pedagang;2
M;32;3000000;6;4600000;5;Guru/Dosen;0
F;23;2000000;4;1500000;0;Pedagang;2
M;39;1600000;4;1500000;1;Pedagang;7
M;52;1500000;20;4800000;2;Pedagang;0
M;66;1400000;3;4400000;3;Pekerja Lepas;4
M;57;1600000;10;4500000;0;Wirausaha;0
M;65;3000000;16;3500000;0;Wirausaha;4
M;57;1800000;10;2000000;1;Pekerja Lepas;8
M;31;1500000;12;4600000;0;Pekerja Lepas;6
M;38;1400000;4;1800000;5;Pekerja Lepas;6
M;33;1200000;4;1500000;5;Guru/Dosen;1
M;51;500000;4;4800000;4;Pedagang;5
F;71;2000000;12;1800000;5;Pekerja Lepas;7
F;38;2000000;4;1200000;3;Pekerja Lepas;3
M;66;1200000;5;1200000;5;Buruh;1
M;62;2000000;5;3500000;4;Pekerja Lepas;1
F;21;3000000;10;3500000;5;Pedagang;7
M;33;1500000;5;4600000;2;Guru/Dosen;3
M;92;3000000;10;5000000;4;Pedagang;0
F;84;1900000;20;3000000;3;Pedagang;0
M;27;1500000;8;4800000;4;Pedagang;5
F;60;1600000;16;5000000;0;Pedagang;8
F;93;1600000;3;1200000;3;Guru/Dosen;7
M;32;2500000;20;3500000;4;Pedagang;0
M;41;1800000;16;2500000;0;Wirausaha;7
M;34;1200000;10;2500000;0;Pekerja Lepas;3
M;46;1000000;16;4400000;1;Wirausaha;0
F;61;1600000;20;1200000;2;Pekerja Lepas;6
M;65;1400000;5;4600000;1;Pedagang;0
M;73;1200000;4;3000000;0;Buruh;2
M;93;1200000;3;4000000;2;Buruh;1
M;21;1800000;10;4400000;5;Pedagang;0
M;93;500000;20;4600000;1;Wirausaha;6
M;50;500000;10;2500000;2;Pedagang;8
M;76;1800000;6;4500000;5;Buruh;3
M;79;2000000;6;4000000;2;Wirausaha;6
F;25;2000000;4;4000000;5;Pedagang;2
M;62;1600000;5;4500000;5;Buruh;0
M;87;1600000;10;4000000;4;Wirausaha;1
M;64;3000000;5;4800000;0;Guru/Dosen;1
M;50;1500000;3;3500000;0;Pekerja Lepas;1
M;48;1000000;8;1800000;2;Guru/Dosen;1
M;21;500000;10;4000000;5;Guru/Dosen;6
M;45;1400000;3;3000000;1;Pekerja Lepas;3
M;53;1600000;8;4400000;3;Buruh;0
M;85;1200000;8;1800000;0;Pedagang;0
M;88;500000;16;2300000;4;Pedagang;4
F;42;700000;16;4600000;3;Pedagang;4
M;68;1800000;4;4800000;1;Guru/Dosen;3
M;61;3000000;8;4000000;4;Buruh;1
M;45;2000000;10;2300000;3;Buruh;4
F;53;500000;12;4800000;3;Pekerja Lepas;1
M;36;500000;12;4400000;0;Pedagang;1
M;98;700000;4;4600000;1;Buruh;0
F;72;1400000;5;2300000;0;Pedagang;6
F;99;1200000;10;4800000;4;Guru/Dosen;1
F;31;1200000;12;3000000;5;Pekerja Lepas;7
M;72;500000;4;4600000;4;Pedagang;0
F;97;700000;12;2000000;2;Buruh;1
F;74;1800000;12;4500000;1;Buruh;1
M;26;1200000;20;3500000;0;Pedagang;7
M;44;1200000;5;4600000;2;Buruh;5
M;37;1200000;12;4600000;5;Pedagang;2
F;86;1800000;10;2300000;3;Guru/Dosen;3
M;93;1500000;5;4500000;2;Wirausaha;3
M;46;1200000;4;4800000;4;Pedagang;6
M;22;500000;10;1800000;1;Guru/Dosen;6
F;92;1600000;16;4400000;0;Guru/Dosen;5
M;51;1800000;10;4400000;1;Buruh;5
M;25;3000000;16;2000000;3;Wirausaha;3
M;45;2000000;3;1200000;0;Guru/Dosen;1
M;58;1200000;8;2300000;5;Wirausaha;4
F;67;1200000;5;2500000;2;Guru/Dosen;1
M;98;1200000;8;4500000;3;Wirausaha;0
F;52;500000;6;1800000;3;Pedagang;0
M;97;1600000;20;1500000;2;Pedagang;0
M;22;1400000;10;1200000;4;Buruh;6
F;97;500000;10;1800000;0;Pekerja Lepas;1
M;71;1200000;6;1500000;0;Wirausaha;8
F;72;1500000;20;2500000;0;Pekerja Lepas;1
M;76;1900000;5;4000000;0;Buruh;5
M;34;500000;4;4500000;0;Guru/Dosen;0
M;80;1000000;3;3000000;0;Pedagang;1
M;75;1500000;3;1500000;2;Pedagang;2
F;84;1500000;4;1500000;1;Wirausaha;5
M;70;500000;16;3500000;1;Buruh;2
M;85;1200000;5;1500000;5;Pedagang;3
M;83;1500000;8;4000000;1;Buruh;7
M;35;700000;8;4000000;4;Wirausaha;1
M;53;500000;10;4500000;2;Wirausaha;8
M;33;500000;10;2300000;2;Pedagang;4
F;58;700000;10;2300000;1;Pedagang;6
M;51;700000;16;1200000;3;Pedagang;8
F;93;1400000;8;3500000;1;Pedagang;0
F;49;1200000;6;3000000;5;Pedagang;6
F;51;3000000;20;4800000;5;Wirausaha;7
M;70;1900000;4;2000000;0;Pekerja Lepas;1
M;86;2500000;4;1200000;4;Pekerja Lepas;5
F;20;1500000;20;4400000;1;Buruh;7
M;23;1500000;5;2000000;5;Pekerja Lepas;7
M;97;2500000;5;4000000;0;Pedagang;3
F;41;500000;10;5000000;4;Pekerja Lepas;8
F;24;700000;5;2300000;3;Guru/Dosen;2
M;34;500000;20;2000000;4;Buruh;2
M;21;1000000;3;2000000;3;Pedagang;1
F;68;2000000;6;5000000;4;Buruh;0
M;27;1400000;10;4500000;0;Guru/Dosen;6
M;76;1400000;8;4000000;4;Guru/Dosen;4
M;58;1900000;10;2300000;5;Buruh;1
M;49;2000000;3;4500000;2;Pedagang;3
M;55;700000;5;4400000;1;Wirausaha;6
M;49;1500000;5;4400000;3;Wirausaha;0
M;51;500000;10;4800000;2;Buruh;6
M;30;500000;16;4500000;5;Wirausaha;0
M;50;1000000;4;5000000;5;Pedagang;1
F;65;2000000;16;5000000;0;Wirausaha;6
M;30;1600000;3;3000000;0;Pedagang;5
M;32;1400000;5;1200000;0;Buruh;1
M;91;500000;10;4000000;1;Wirausaha;4
M;90;2000000;20;4400000;4;Guru/Dosen;6
M;28;1000000;10;1200000;3;Buruh;3
M;57;1900000;8;2000000;1;Buruh;0
F;61;1800000;6;2500000;2;Pedagang;0
M;76;500000;16;2000000;0;Wirausaha;8
F;75;1900000;10;4500000;0;Pedagang;3
F;36;1900000;10;4600000;4;Pekerja Lepas;5
F;32;700000;4;3000000;0;Pekerja Lepas;3
M;37;700000;10;1200000;4;Pedagang;7
M;42;700000;10;2000000;0;Pedagang;1
F;49;1900000;16;2300000;0;Wirausaha;1
F;39;1600000;6;2300000;0;Pedagang;0
M;40;1800000;8;2000000;5;Guru/Dosen;3
M;29;1800000;6;2500000;2;Pekerja Lepas;6
M;84;500000;5;5000000;1;Pekerja Lepas;5
M;31;1000000;5;5000000;5;Pedagang;6
M;84;1200000;4;1500000;3;Buruh;6
F;29;500000;5;1200000;0;Guru/Dosen;5
F;92;3000000;3;2000000;4;Pedagang;3
F;42;1400000;20;1800000;3;Pekerja Lepas;7
M;71;1400000;5;4000000;2;Guru/Dosen;4
F;87;500000;6;1500000;2;Guru/Dosen;1
M;51;2500000;12;2500000;2;Wirausaha;1
F;65;1500000;4;4000000;4;Wirausaha;2
F;30;2000000;4;4500000;4;Pedagang;0
M;98;500000;20;2000000;5;Pedagang;4
M;45;1500000;6;4000000;5;Pedagang;1
M;39;1900000;20;3000000;3;Buruh;0
F;23;1500000;6;2000000;5;Pedagang;0
M;83;1600000;4;3000000;1;Wirausaha;6
M;82;1800000;20;3500000;1;Pekerja Lepas;1
F;23;2500000;5;4500000;0;Buruh;5
F;84;1200000;5;1500000;3;Pekerja Lepas;5
F;61;1800000;16;4600000;2;Buruh;6
M;38;1600000;3;3500000;1;Wirausaha;8
M;43;1200000;16;4500000;4;Pekerja Lepas;3
F;44;1200000;5;3000000;1;Pekerja Lepas;7
M;33;1600000;8;4500000;5;Wirausaha;4
M;57;1200000;5;5000000;5;Guru/Dosen;0
F;71;2500000;10;4000000;5;Pedagang;4
M;49;1900000;8;2300000;5;Pedagang;4
M;65;500000;12;4600000;2;Pekerja Lepas;0
M;84;1000000;10;4600000;2;Buruh;6
F;89;500000;4;3000000;5;Wirausaha;0
F;75;1900000;4;3500000;1;Pedagang;1
M;25;1900000;16;4800000;4;Pedagang;2
M;71;1200000;8;4400000;4;Pedagang;1
M;95;1200000;4;2300000;0;Pedagang;1
F;22;1000000;3;5000000;5;Guru/Dosen;3
M;53;700000;4;4500000;3;Pekerja Lepas;1
M;24;1200000;10;2300000;5;Guru/Dosen;1
M;32;1600000;8;4400000;2;Pekerja Lepas;1
F;83;700000;12;2000000;3;Pekerja Lepas;5
M;22;1600000;4;4400000;0;Wirausaha;5
M;36;1600000;10;1200000;0;Wirausaha;2
M;57;3000000;6;3500000;2;Pekerja Lepas;7
F;95;2500000;6;4600000;2;Wirausaha;4
M;25;1200000;16;4400000;3;Wirausaha;2
F;68;1200000;8;1200000;4;Buruh;6
M;72;1900000;6;2500000;1;Buruh;3
M;96;1600000;5;2500000;0;Buruh;6
M;78;1400000;8;4600000;5;Pedagang;7
F;36;1800000;10;2500000;0;Pekerja Lepas;3
M;77;1600000;6;1800000;3;Buruh;0
M;80;1800000;5;1500000;5;Pedagang;1
M;93;1800000;4;3000000;3;Pedagang;4
M;58;1900000;4;2000000;1;Pedagang;3
M;98;1900000;6;4500000;5;Wirausaha;7
M;89;1200000;6;1200000;2;Pedagang;3
M;65;2000000;20;2300000;4;Guru/Dosen;0
M;99;1200000;4;2300000;0;Buruh;6
F;43;500000;20;4400000;0;Wirausaha;6
M;53;2000000;6;4000000;5;Pekerja Lepas;7
F;94;3000000;3;2300000;2;Wirausaha;5
M;61;1900000;8;3500000;0;Pedagang;0
M;29;1800000;10;1800000;0;Guru/Dosen;6
M;78;1800000;8;2500000;3;Pedagang;5
M;40;1600000;5;2500000;1;Pedagang;5
M;23;3000000;4;1200000;3;Guru/Dosen;0
M;99;1600000;6;2300000;5;Guru/Dosen;3
M;74;1400000;4;1800000;3;Buruh;0
M;61;1500000;12;2000000;0;Pekerja Lepas;6
M;70;700000;20;1200000;2;Pedagang;2
M;69;1900000;4;4600000;4;Pedagang;1
M;20;500000;16;2300000;0;Guru/Dosen;0
M;93;1200000;5;4500000;4;Pedagang;4
F;100;1400000;20;4800000;4;Guru/Dosen;3
M;100;2500000;4;5000000;3;Guru/Dosen;0
M;23;500000;6;5000000;1;Pedagang;1
F;52;500000;10;1500000;1;Pekerja Lepas;0
M;73;1900000;16;4000000;2;Pekerja Lepas;3
M;66;1400000;6;4400000;5;Pedagang;4
M;99;3000000;10;1200000;1;Pedagang;5
F;24;1500000;8;3500000;2;Pekerja Lepas;6
M;58;1200000;12;1800000;3;Pedagang;4
M;40;500000;3;5000000;5;Pedagang;0
F;78;1900000;10;2300000;3;Pedagang;8
M;83;1200000;3;1800000;5;Wirausaha;2
M;31;700000;5;4400000;3;Buruh;1
F;55;700000;4;2500000;4;Pedagang;5
F;31;1400000;8;2500000;4;Pedagang;3
M;36;1900000;3;1500000;2;Pedagang;1
F;96;1400000;8;4000000;5;Pedagang;6
F;51;1500000;8;4000000;0;Pedagang;4
M;75;700000;10;2300000;3;Pedagang;0
M;22;2000000;3;4600000;1;Pekerja Lepas;8
M;63;2000000;8;4600000;4;Wirausaha;3
F;66;700000;6;4000000;3;Guru/Dosen;8
F;52;700000;5;4600000;1;Wirausaha;1
F;37;1900000;20;3500000;2;Wirausaha;4
M;31;1900000;8;3500000;2;Buruh;4
F;26;500000;16;2000000;1;Guru/Dosen;1
M;72;1400000;10;4600000;1;Buruh;1
M;94;1400000;3;4500000;5;Pekerja Lepas;0
M;67;1000000;5;2300000;2;Guru/Dosen;0
F;91;2500000;8;1200000;2;Guru/Dosen;0
M;39;700000;8;2000000;3;Buruh;6
M;81;500000;8;4600000;5;Guru/Dosen;5
M;22;1000000;20;4400000;2;Pedagang;6
F;23;1500000;4;4500000;0;Pekerja Lepas;0
F;30;500000;6;4400000;3;Pedagang;4
M;89;1600000;4;4500000;1;Pekerja Lepas;6
M;27;1600000;10;4600000;2;Pedagang;6
M;64;500000;4;3500000;2;Buruh;3
M;27;500000;10;4600000;4;Pedagang;8
M;57;2500000;3;1800000;3;Pedagang;5
F;65;1900000;10;2000000;4;Wirausaha;5
M;91;1600000;5;4800000;0;Buruh;0
M;57;1600000;4;4000000;5;Guru/Dosen;2
F;61;3000000;4;2500000;1;Pedagang;5
M;29;1200000;6;4600000;4;Pedagang;6
M;75;1900000;16;2000000;3;Wirausaha;0
M;88;1500000;5;3500000;3;Guru/Dosen;4
F;81;1800000;10;4500000;5;Pekerja Lepas;2
M;78;1500000;5;3000000;4;Buruh;1
M;88;1200000;10;4600000;1;Pedagang;3
F;90;1400000;4;4400000;4;Buruh;4
M;46;1800000;4;1500000;2;Guru/Dosen;2
F;30;500000;6;3000000;0;Pedagang;4
F;92;500000;4;2000000;0;Buruh;3
M;74;2500000;6;4400000;2;Guru/Dosen;1
M;59;500000;10;4800000;3;Guru/Dosen;1
M;71;1200000;4;1200000;4;Pedagang;5
M;72;1900000;4;2300000;4;Buruh;6
M;25;2000000;6;3000000;0;Buruh;3
F;89;1200000;12;3500000;5;Buruh;7
F;95;1800000;4;4000000;5;Guru/Dosen;1
F;43;1500000;3;1500000;3;Wirausaha;1
M;71;2000000;4;1800000;1;Guru/Dosen;8
F;38;1400000;10;4500000;5;Wirausaha;0
M;89;1200000;5;4400000;2;Buruh;0
F;74;700000;5;3000000;3;Guru/Dosen;4
M;76;1000000;10;2500000;5;Guru/Dosen;1
M;42;1600000;5;4500000;5;Pekerja Lepas;8
M;100;1400000;10;4800000;0;Pedagang;0
F;32;1400000;5;3500000;0;Pedagang;2
M;66;1800000;16;2500000;3;Guru/Dosen;4
M;100;700000;4;3000000;3;Pekerja Lepas;4
M;22;1500000;20;1200000;1;Wirausaha;8
M;85;1800000;16;4600000;3;Pedagang;4
M;88;1400000;3;5000000;4;Pekerja Lepas;0
F;95;1000000;5;4500000;4;Pedagang;4
F;99;1200000;5;3500000;4;Pedagang;6
M;25;1200000;6;2500000;3;Guru/Dosen;0
M;98;1200000;16;4400000;0;Buruh;3
F;37;3000000;10;4400000;4;Pedagang;5
M;78;1200000;4;4500000;5;Pekerja Lepas;4
M;55;1200000;4;3500000;5;Pedagang;2
M;76;1400000;4;3000000;1;Pekerja Lepas;1
M;85;1600000;8;2000000;0;Wirausaha;6
M;58;500000;20;4800000;5;Guru/Dosen;6
M;35;1200000;8;2500000;2;Wirausaha;0
F;59;2000000;16;3500000;5;Wirausaha;5
M;35;1400000;12;4600000;3;Guru/Dosen;1
F;94;1200000;20;1800000;5;Guru/Dosen;0
M;84;3000000;12;4400000;1;Pedagang;0
M;29;1500000;4;4400000;1;Pekerja Lepas;3
M;41;1900000;10;2300000;2;Pekerja Lepas;1
M;54;3000000;5;3500000;1;Guru/Dosen;4
M;61;2500000;12;4500000;0;Pekerja Lepas;0
M;35;1200000;8;4000000;3;Pekerja Lepas;0
F;89;1000000;10;4600000;5;Pekerja Lepas;6
M;52;1200000;8;1800000;2;Guru/Dosen;6
F;72;1600000;3;2000000;5;Pedagang;8
M;29;1800000;3;4800000;4;Buruh;2
M;20;1400000;3;3000000;1;Buruh;1
M;42;1200000;6;3000000;1;Pedagang;4
M;38;1200000;3;1800000;3;Buruh;5
M;20;500000;8;1200000;2;Guru/Dosen;8
F;89;1900000;4;1200000;2;Pedagang;6
F;75;700000;10;3000000;2;Pedagang;1
F;91;2000000;8;4400000;5;Wirausaha;7
F;60;2500000;10;4500000;2;Pekerja Lepas;5
M;49;1200000;4;3500000;3;Buruh;1
F;21;2000000;5;2000000;5;Pedagang;1
M;53;1600000;3;4600000;5;Buruh;3
F;95;1600000;10;2300000;5;Buruh;5
M;70;500000;20;1200000;3;Guru/Dosen;5
M;67;1000000;10;2000000;5;Buruh;4
M;58;1600000;20;2500000;1;Pekerja Lepas;6
M;26;1200000;10;1200000;5;Pedagang;4
M;88;500000;10;2500000;0;Buruh;2
F;98;500000;20;1200000;1;Pedagang;6
M;53;700000;16;2500000;2;Pedagang;1
M;51;1800000;20;2500000;4;Pekerja Lepas;0
F;22;1200000;12;5000000;4;Guru/Dosen;1
F;31;500000;10;4000000;5;Guru/Dosen;6
F;36;1800000;4;3500000;3;Guru/Dosen;6
F;61;1600000;5;2300000;1;Wirausaha;8
F;61;500000;4;4400000;4;Wirausaha;6
F;90;1500000;20;2300000;4;Buruh;8
M;49;2000000;5;4400000;4;Wirausaha;6
F;46;1800000;16;4000000;3;Wirausaha;1
M;85;1900000;16;1200000;3;Pedagang;3
M;58;1600000;8;2500000;2;Wirausaha;5
M;22;2000000;20;1200000;0;Wirausaha;0
M;72;1800000;8;2300000;3;Wirausaha;6
M;69;1600000;4;3500000;5;Pedagang;0
F;89;2500000;4;4400000;5;Buruh;1
F;96;1900000;10;4800000;1;Pekerja Lepas;0
M;77;1200000;6;4500000;1;Buruh;1
M;90;500000;3;3000000;5;Wirausaha;1
M;87;2500000;10;4800000;2;Wirausaha;2
M;31;700000;5;2500000;5;Buruh;1
M;25;1900000;3;3500000;2;Buruh;5
M;50;500000;8;1800000;5;Wirausaha;3
M;37;500000;16;1500000;3;Buruh;8
M;46;1600000;12;3000000;4;Pedagang;4
F;98;1900000;10;3500000;5;Buruh;1
M;47;500000;8;3500000;5;Guru/Dosen;6
F;87;2500000;12;4400000;5;Pekerja Lepas;7
M;26;1900000;4;5000000;2;Pekerja Lepas;2
M;93;2000000;8;4500000;3;Wirausaha;0
M;20;2000000;8;3000000;5;Wirausaha;3
F;71;1200000;12;4400000;0;Buruh;1
F;55;1800000;16;4500000;2;Buruh;3
M;26;1500000;20;2500000;3;Pedagang;4
F;28;500000;6;4400000;0;Buruh;1
M;57;500000;20;3500000;1;Pedagang;0
M;23;700000;4;4800000;0;Pekerja Lepas;1
M;40;1500000;4;5000000;3;Wirausaha;0
M;70;1500000;5;2300000;0;Guru/Dosen;2
F;36;1400000;3;3000000;4;Wirausaha;5
M;55;1800000;10;3000000;0;Wirausaha;5
M;88;3000000;20;4500000;1;Pekerja Lepas;1
F;75;1500000;8;4000000;3;Wirausaha;4
M;94;500000;3;3000000;1;Pedagang;3
F;98;500000;6;4000000;1;Pedagang;1
M;59;1200000;4;3500000;3;Guru/Dosen;0
