;approval;gender;usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;donasi
471;Y;M;93;1000000;4;4500000;3;Pedagang;7
472;Y;F;93;1500000;10;4400000;3;Pedagang;3
473;Y;F;21;1600000;4;3500000;1;Buruh;6
474;N;M;57;1200000;3;1500000;0;Buruh;0
475;N;M;41;2500000;4;2000000;2;Pedagang;5
476;Y;M;86;1900000;12;3000000;0;Pekerja Lepas;8
477;Y;M;37;2000000;12;5000000;5;Pedagang;3
478;Y;F;75;2500000;3;4000000;1;Pedagang;0
479;Y;F;68;1400000;4;3500000;2;Pedagang;0
480;N;F;42;1500000;3;1800000;0;Wirausaha;6
481;Y;M;87;1200000;10;4400000;4;Wirausaha;6
482;N;F;69;1500000;4;1200000;2;Buruh;3
483;N;M;82;1200000;4;4600000;0;Guru/Dosen;0
484;N;M;96;1200000;5;4600000;4;Guru/Dosen;5
485;Y;F;49;500000;20;4800000;2;Pedagang;2
486;N;F;89;2500000;4;1800000;5;Guru/Dosen;3
487;Y;M;41;1400000;20;4000000;2;Pedagang;1
488;Y;M;36;500000;3;2500000;3;Pekerja Lepas;0
489;Y;M;27;2500000;4;4600000;4;Pedagang;3
490;N;F;21;1400000;4;1200000;2;Pekerja Lepas;0
491;Y;M;21;1200000;10;2300000;3;Pedagang;4
492;N;F;90;700000;8;4000000;0;Buruh;5
493;Y;M;21;1200000;4;4600000;1;Buruh;6
494;Y;F;67;2000000;5;3000000;0;Pekerja Lepas;7
495;Y;F;69;1000000;10;4400000;3;Pedagang;1
496;Y;M;42;1000000;10;5000000;2;Pedagang;0
497;Y;F;58;1200000;4;4000000;0;Guru/Dosen;3
498;Y;F;44;1900000;5;4000000;1;Pedagang;1
499;N;F;99;700000;20;4400000;0;Guru/Dosen;0
500;N;F;75;1500000;20;4600000;1;Guru/Dosen;5
501;Y;M;44;1000000;20;5000000;1;Pekerja Lepas;0
502;N;F;64;2000000;5;2500000;3;Buruh;1
503;N;M;78;1200000;3;1500000;4;Guru/Dosen;1
504;N;F;61;3000000;8;4500000;5;Guru/Dosen;2
505;Y;M;26;1200000;6;4600000;1;Pedagang;0
506;Y;M;30;1200000;4;4400000;5;Pedagang;2
507;N;M;78;500000;5;4000000;5;Guru/Dosen;6
508;Y;F;58;1200000;6;4600000;5;Pedagang;0
509;Y;M;38;1200000;4;5000000;5;Buruh;6
510;N;F;73;1800000;12;1500000;3;Buruh;1
511;Y;M;73;1500000;20;4500000;5;Wirausaha;6
512;Y;F;59;700000;4;4000000;4;Guru/Dosen;6
513;Y;F;31;3000000;10;3000000;4;Pedagang;0
514;Y;M;49;500000;20;4600000;1;Pekerja Lepas;1
515;N;M;90;500000;10;4000000;2;Guru/Dosen;1
516;N;M;26;1800000;6;5000000;3;Guru/Dosen;4
517;N;M;39;1600000;16;1500000;3;Pekerja Lepas;2
518;Y;M;39;1400000;20;3000000;2;Pedagang;2
519;Y;M;31;2500000;6;4500000;0;Pekerja Lepas;4
520;N;M;37;1200000;12;4400000;1;Guru/Dosen;1
521;N;M;48;500000;3;1200000;5;Wirausaha;0
522;Y;F;57;1500000;4;4400000;1;Pekerja Lepas;4
523;N;M;78;1900000;10;1500000;4;Guru/Dosen;0
524;Y;M;85;1200000;12;3500000;0;Pedagang;1
525;N;M;31;500000;4;1800000;2;Pekerja Lepas;1
526;Y;M;52;1500000;16;3000000;2;Wirausaha;2
527;N;F;97;500000;3;5000000;4;Buruh;3
528;N;M;33;1900000;6;4400000;4;Guru/Dosen;2
529;Y;M;55;1800000;4;3500000;0;Pekerja Lepas;0
530;Y;M;28;1200000;20;2500000;4;Wirausaha;7
531;N;M;78;1600000;6;1500000;4;Buruh;3
532;N;M;96;1900000;20;2000000;4;Pedagang;0
533;N;M;97;700000;20;1800000;0;Pedagang;3
534;N;M;96;1600000;4;2000000;1;Pekerja Lepas;6
535;N;M;86;2500000;10;1200000;5;Pedagang;5
536;Y;M;64;3000000;20;3000000;3;Pedagang;8
537;Y;M;31;1200000;6;2300000;0;Pedagang;3
538;N;M;64;500000;4;4600000;2;Buruh;0
539;Y;M;81;2500000;20;2500000;0;Pedagang;8
540;N;M;47;2000000;3;1500000;3;Guru/Dosen;6
541;Y;M;80;1200000;16;3500000;4;Pekerja Lepas;0
542;N;M;92;1200000;12;1500000;1;Pekerja Lepas;2
543;N;F;25;1200000;20;1500000;1;Pekerja Lepas;1
544;Y;F;57;1200000;5;4800000;1;Buruh;4
545;N;M;75;1200000;4;1200000;3;Pekerja Lepas;5
546;N;M;36;1000000;20;4500000;4;Buruh;3
547;Y;M;75;3000000;3;4400000;1;Wirausaha;1
548;Y;M;62;700000;16;4000000;2;Pedagang;1
549;N;F;40;2500000;10;1200000;3;Pedagang;6
550;Y;F;78;1200000;12;4600000;4;Pekerja Lepas;0
551;N;M;51;1200000;4;2000000;2;Wirausaha;1
552;N;M;57;700000;16;1500000;5;Pedagang;1
553;Y;M;27;500000;10;2500000;2;Pedagang;2
554;N;M;62;2500000;3;4800000;4;Buruh;0
555;N;F;83;500000;10;1200000;0;Pedagang;3
556;Y;M;65;3000000;4;2500000;0;Pekerja Lepas;4
557;N;F;97;2500000;6;1500000;4;Wirausaha;6
558;Y;F;33;500000;16;5000000;2;Guru/Dosen;3
559;Y;M;86;1200000;5;4000000;4;Pekerja Lepas;5
560;Y;F;23;2500000;8;4600000;4;Pekerja Lepas;3
561;N;M;27;1600000;10;2500000;4;Guru/Dosen;1
562;N;M;96;1500000;20;5000000;5;Buruh;3
563;N;M;49;1000000;5;2000000;4;Pedagang;1
564;Y;M;64;1600000;4;4600000;3;Pedagang;1
565;Y;M;27;1500000;10;3500000;1;Pedagang;1
566;N;F;72;700000;10;2000000;3;Pekerja Lepas;0
567;N;M;93;1600000;10;4600000;5;Buruh;6
568;N;F;87;1000000;10;4600000;1;Guru/Dosen;0
569;Y;M;40;2500000;3;4800000;1;Wirausaha;5
570;N;M;72;1200000;4;3500000;5;Guru/Dosen;7
571;Y;F;46;1600000;3;2300000;5;Pekerja Lepas;1
572;Y;M;27;3000000;4;2500000;3;Wirausaha;5
573;N;M;48;1200000;10;1800000;4;Pedagang;1
574;N;M;48;500000;16;2000000;0;Buruh;6
575;Y;F;78;1000000;4;2300000;4;Pedagang;6
576;Y;M;35;1500000;12;4600000;1;Buruh;6
577;Y;F;53;1200000;20;2500000;2;Pedagang;1
578;N;F;35;1600000;12;1800000;5;Wirausaha;4
579;N;M;47;2000000;3;2000000;4;Wirausaha;6
580;Y;F;85;1500000;16;4400000;5;Pedagang;8
581;Y;F;44;1800000;10;4800000;2;Pedagang;0
582;Y;F;78;1200000;4;3500000;3;Wirausaha;6
583;Y;M;63;1600000;6;4800000;2;Pedagang;7
584;Y;M;59;1900000;3;4500000;4;Pedagang;1
585;N;M;51;1200000;20;1500000;1;Buruh;6
586;N;M;64;700000;4;1500000;2;Pekerja Lepas;4
587;Y;M;92;1400000;6;3500000;0;Pedagang;7
588;N;M;72;500000;4;5000000;5;Buruh;6
589;N;M;92;700000;3;4600000;1;Guru/Dosen;3
590;N;M;78;500000;8;1800000;3;Wirausaha;2
591;Y;M;23;2500000;4;2300000;1;Pekerja Lepas;2
592;N;F;64;1200000;10;2000000;3;Guru/Dosen;2
593;Y;M;24;2500000;6;4500000;3;Wirausaha;0
594;N;F;67;2000000;5;2500000;0;Guru/Dosen;8
595;N;M;81;500000;4;1500000;4;Buruh;6
596;Y;M;24;700000;10;3500000;5;Pedagang;1
597;N;M;64;2500000;20;1800000;4;Wirausaha;5
598;N;M;50;1200000;12;4800000;4;Buruh;1
599;N;M;49;1200000;8;3000000;5;Guru/Dosen;5
600;Y;F;71;1000000;10;4500000;0;Pedagang;1
601;Y;M;21;1500000;4;4800000;1;Guru/Dosen;5
602;Y;M;40;1800000;4;4600000;3;Wirausaha;0
603;N;F;86;1200000;20;1200000;1;Pedagang;4
604;Y;M;45;1400000;5;3000000;2;Pekerja Lepas;1
605;Y;M;81;2500000;4;4000000;0;Wirausaha;1
606;Y;F;50;700000;6;4400000;0;Pedagang;6
607;N;F;74;2000000;20;5000000;3;Guru/Dosen;7
608;Y;M;50;1500000;16;2500000;1;Pedagang;5
609;Y;F;28;1200000;4;3500000;3;Pekerja Lepas;0
610;N;F;65;1500000;20;4800000;5;Buruh;1
611;Y;M;73;2500000;16;3500000;4;Pedagang;1
612;N;M;45;500000;4;2000000;2;Pedagang;7
613;N;F;75;2000000;4;1200000;3;Guru/Dosen;3
614;Y;M;33;1900000;10;3000000;1;Pedagang;1
615;Y;M;23;3000000;16;2500000;0;Pedagang;3
616;Y;F;92;500000;16;3000000;4;Pedagang;0
617;Y;M;68;1200000;10;3000000;0;Pedagang;0
618;N;M;39;2500000;5;4600000;4;Guru/Dosen;2
619;N;M;32;1200000;10;2500000;1;Guru/Dosen;1
620;N;F;66;700000;3;2000000;3;Pekerja Lepas;1
621;Y;M;81;2000000;16;4500000;4;Pedagang;0
622;Y;F;98;1400000;10;4000000;4;Wirausaha;5
623;Y;M;54;1900000;5;2500000;5;Pekerja Lepas;6
624;N;M;32;2000000;10;2000000;1;Guru/Dosen;0
625;N;F;82;1600000;4;5000000;5;Buruh;1
626;Y;F;83;1000000;10;3500000;2;Pedagang;7
627;N;M;20;1400000;16;4000000;3;Guru/Dosen;5
628;N;F;85;1400000;5;1500000;1;Pedagang;5
629;N;F;28;2000000;12;3500000;2;Guru/Dosen;0
630;Y;F;88;1900000;10;4800000;4;Pedagang;5
631;Y;M;67;1600000;12;4600000;1;Pedagang;3
632;Y;M;71;1600000;6;3500000;3;Pedagang;0
633;Y;M;94;1500000;8;4000000;3;Pedagang;3
634;Y;M;91;1500000;6;4600000;5;Pekerja Lepas;0
635;N;M;34;1400000;4;1500000;2;Pekerja Lepas;4
636;Y;F;37;1000000;20;4500000;4;Buruh;6
637;N;M;62;1200000;6;1800000;5;Pedagang;5
638;Y;F;64;500000;16;3500000;2;Wirausaha;1
639;Y;M;63;3000000;10;4600000;1;Buruh;7
640;Y;M;100;1800000;20;2300000;0;Wirausaha;3
641;N;F;22;700000;10;1800000;0;Pedagang;3
642;Y;F;61;500000;5;5000000;0;Buruh;4
643;N;M;76;2000000;5;1800000;2;Buruh;4
644;Y;M;96;1200000;10;3000000;1;Pedagang;2
645;Y;M;22;1500000;4;5000000;1;Pedagang;1
646;Y;F;82;1400000;10;5000000;1;Wirausaha;6
647;Y;F;53;1800000;8;4500000;2;Pedagang;4
648;Y;M;56;500000;5;5000000;4;Pedagang;6
649;Y;M;98;700000;5;4600000;5;Pedagang;4
650;N;F;28;1500000;10;1200000;4;Buruh;8
651;N;F;23;1400000;5;1800000;3;Buruh;8
652;N;M;75;2500000;12;1200000;4;Pedagang;1
653;Y;F;49;1900000;4;2500000;3;Wirausaha;2
654;N;M;59;1500000;12;1200000;2;Guru/Dosen;1
655;Y;F;47;1800000;10;3000000;0;Guru/Dosen;6
656;Y;M;93;700000;4;3500000;1;Wirausaha;2
657;Y;M;20;1500000;4;3500000;3;Buruh;7
658;Y;F;45;1200000;12;5000000;0;Buruh;6
659;Y;M;64;1200000;16;4800000;5;Pedagang;3
660;Y;F;61;3000000;10;4400000;1;Pedagang;5
661;Y;M;90;1500000;6;4600000;4;Pedagang;0
662;Y;M;98;1000000;16;4500000;2;Pedagang;4
663;N;F;71;500000;5;2000000;2;Wirausaha;5
664;N;M;50;3000000;6;2500000;2;Buruh;3
665;Y;M;64;700000;8;5000000;3;Pedagang;4
666;N;M;60;500000;8;1800000;0;Pedagang;0
667;Y;M;88;3000000;10;2300000;2;Pekerja Lepas;2
668;N;M;46;1800000;8;2000000;5;Pekerja Lepas;3
669;N;M;36;2000000;16;2500000;4;Guru/Dosen;4
670;N;M;53;2500000;3;2000000;4;Buruh;0
671;Y;M;72;500000;5;3500000;1;Pedagang;5
672;Y;F;24;3000000;5;2300000;2;Wirausaha;0
673;N;F;94;1400000;16;1200000;0;Guru/Dosen;0
674;N;F;37;1200000;10;1200000;5;Wirausaha;1
675;Y;F;23;1600000;8;4500000;5;Pedagang;7
676;N;M;58;2500000;16;1200000;0;Buruh;1
677;Y;M;55;1500000;5;4800000;4;Pedagang;4
678;Y;M;38;3000000;16;4600000;0;Pedagang;5
679;N;F;72;500000;10;1800000;3;Pedagang;1
680;N;M;66;1200000;20;1200000;1;Pekerja Lepas;0
681;Y;M;71;2500000;10;4000000;2;Wirausaha;0
682;N;M;37;1400000;10;1200000;3;Pedagang;3
683;N;F;66;3000000;3;3000000;0;Buruh;3
684;Y;M;66;3000000;6;4600000;1;Pedagang;3
685;N;M;35;1600000;8;1200000;1;Pedagang;7
686;Y;M;34;3000000;8;4500000;3;Wirausaha;0
687;Y;M;70;1200000;4;3000000;5;Pedagang;1
688;N;M;62;1400000;12;1500000;5;Pekerja Lepas;1
689;N;M;26;500000;8;1800000;0;Pedagang;1
690;Y;M;52;1800000;3;4500000;4;Pedagang;5
691;Y;M;96;2500000;5;2300000;3;Wirausaha;1
692;N;M;57;1200000;12;3500000;3;Guru/Dosen;2
693;N;M;36;1200000;6;2000000;0;Pekerja Lepas;5
694;Y;F;92;1200000;6;5000000;1;Pedagang;2
695;Y;M;61;1400000;4;4500000;5;Guru/Dosen;7
696;Y;F;37;2000000;20;4000000;3;Pedagang;0
697;Y;M;83;500000;16;4400000;1;Pedagang;4
698;Y;F;62;3000000;16;2500000;0;Buruh;5
699;N;M;28;1900000;16;2000000;0;Buruh;0
700;N;M;92;1400000;12;2000000;4;Pekerja Lepas;6
701;Y;F;64;1200000;8;2500000;5;Pekerja Lepas;1
702;N;M;76;1000000;4;3500000;2;Buruh;6
703;Y;M;39;1800000;16;2500000;2;Pekerja Lepas;4
704;Y;M;27;3000000;10;3500000;3;Pekerja Lepas;4
705;N;M;45;1000000;16;2000000;2;Pedagang;6
706;N;F;96;1400000;4;2500000;1;Guru/Dosen;0
707;N;M;76;1400000;5;1200000;2;Pedagang;1
708;Y;M;97;700000;10;4800000;4;Pekerja Lepas;1
709;N;F;65;700000;10;2500000;3;Buruh;4
710;Y;M;82;1900000;10;4800000;4;Wirausaha;1
711;N;F;74;500000;4;1200000;3;Pedagang;5
712;Y;M;45;1200000;4;3000000;3;Wirausaha;8
713;N;M;100;2500000;6;1800000;0;Wirausaha;1
714;Y;M;40;1600000;16;4000000;2;Pedagang;7
715;Y;M;44;1400000;12;5000000;0;Buruh;3
716;N;M;93;700000;16;2000000;4;Wirausaha;4
717;Y;M;87;500000;6;4400000;1;Pekerja Lepas;1
718;Y;F;87;1600000;3;4800000;1;Pekerja Lepas;6
719;Y;M;88;2000000;5;4600000;4;Wirausaha;3
720;N;M;72;1600000;4;1500000;5;Wirausaha;1
721;Y;F;75;1500000;3;3000000;4;Wirausaha;3
722;N;M;63;700000;20;3500000;5;Buruh;0
723;Y;M;89;1200000;12;2300000;1;Pedagang;0
724;N;M;71;500000;3;4500000;5;Buruh;1
725;N;M;91;500000;3;1500000;3;Buruh;1
726;N;F;21;1500000;8;5000000;4;Buruh;1
727;Y;M;60;500000;6;3000000;2;Pedagang;6
728;Y;M;75;500000;3;3500000;5;Pekerja Lepas;3
729;N;M;99;500000;10;2300000;4;Guru/Dosen;2
730;N;F;52;1200000;12;1200000;5;Pekerja Lepas;7
731;Y;M;69;1200000;10;5000000;2;Pekerja Lepas;3
732;Y;M;67;500000;12;4000000;3;Pekerja Lepas;1
733;Y;F;69;500000;10;4400000;2;Pekerja Lepas;6
734;N;F;77;1200000;16;2000000;4;Pekerja Lepas;4
735;N;M;41;500000;20;2000000;1;Wirausaha;1
736;Y;M;90;1200000;3;3000000;2;Pedagang;0
737;N;F;30;1800000;12;2500000;4;Guru/Dosen;1
738;N;M;62;1600000;16;1500000;2;Pekerja Lepas;2
739;N;F;88;1500000;16;5000000;0;Guru/Dosen;3
740;N;M;21;1200000;5;1800000;1;Wirausaha;1
741;Y;M;31;1200000;3;4800000;1;Pedagang;5
742;N;M;98;1800000;8;2000000;1;Guru/Dosen;6
743;Y;M;66;700000;5;4400000;2;Pekerja Lepas;5
744;N;F;82;2500000;20;1800000;2;Buruh;6
745;Y;M;58;1900000;6;4400000;1;Pedagang;2
746;N;M;32;3000000;6;4600000;5;Guru/Dosen;0
747;N;F;23;2000000;4;1500000;0;Pedagang;2
748;N;M;39;1600000;4;1500000;1;Pedagang;7
749;Y;M;52;1500000;20;4800000;2;Pedagang;0
750;Y;M;66;1400000;3;4400000;3;Pekerja Lepas;4
751;Y;M;57;1600000;10;4500000;0;Wirausaha;0
752;Y;M;65;3000000;16;3500000;0;Wirausaha;4
753;N;M;57;1800000;10;2000000;1;Pekerja Lepas;8
754;Y;M;31;1500000;12;4600000;0;Pekerja Lepas;6
755;N;M;38;1400000;4;1800000;5;Pekerja Lepas;6
756;N;M;33;1200000;4;1500000;5;Guru/Dosen;1
757;Y;M;51;500000;4;4800000;4;Pedagang;5
758;N;F;71;2000000;12;1800000;5;Pekerja Lepas;7
759;N;F;38;2000000;4;1200000;3;Pekerja Lepas;3
760;N;M;66;1200000;5;1200000;5;Buruh;1
761;Y;M;62;2000000;5;3500000;4;Pekerja Lepas;1
762;Y;F;21;3000000;10;3500000;5;Pedagang;7
763;N;M;33;1500000;5;4600000;2;Guru/Dosen;3
764;Y;M;92;3000000;10;5000000;4;Pedagang;0
765;Y;F;84;1900000;20;3000000;3;Pedagang;0
766;Y;M;27;1500000;8;4800000;4;Pedagang;5
767;Y;F;60;1600000;16;5000000;0;Pedagang;8
768;N;F;93;1600000;3;1200000;3;Guru/Dosen;7
769;Y;M;32;2500000;20;3500000;4;Pedagang;0
770;Y;M;41;1800000;16;2500000;0;Wirausaha;7
771;Y;M;34;1200000;10;2500000;0;Pekerja Lepas;3
772;Y;M;46;1000000;16;4400000;1;Wirausaha;0
773;N;F;61;1600000;20;1200000;2;Pekerja Lepas;6
774;Y;M;65;1400000;5;4600000;1;Pedagang;0
775;N;M;73;1200000;4;3000000;0;Buruh;2
776;N;M;93;1200000;3;4000000;2;Buruh;1
777;Y;M;21;1800000;10;4400000;5;Pedagang;0
778;Y;M;93;500000;20;4600000;1;Wirausaha;6
779;Y;M;50;500000;10;2500000;2;Pedagang;8
780;N;M;76;1800000;6;4500000;5;Buruh;3
781;Y;M;79;2000000;6;4000000;2;Wirausaha;6
782;Y;F;25;2000000;4;4000000;5;Pedagang;2
783;N;M;62;1600000;5;4500000;5;Buruh;0
784;Y;M;87;1600000;10;4000000;4;Wirausaha;1
785;N;M;64;3000000;5;4800000;0;Guru/Dosen;1
786;Y;M;50;1500000;3;3500000;0;Pekerja Lepas;1
787;N;M;48;1000000;8;1800000;2;Guru/Dosen;1
788;Y;M;21;500000;10;4000000;5;Guru/Dosen;6
789;Y;M;45;1400000;3;3000000;1;Pekerja Lepas;3
790;N;M;53;1600000;8;4400000;3;Buruh;0
791;N;M;85;1200000;8;1800000;0;Pedagang;0
792;Y;M;88;500000;16;2300000;4;Pedagang;4
793;Y;F;42;700000;16;4600000;3;Pedagang;4
794;N;M;68;1800000;4;4800000;1;Guru/Dosen;3
795;N;M;61;3000000;8;4000000;4;Buruh;1
796;N;M;45;2000000;10;2300000;3;Buruh;4
797;Y;F;53;500000;12;4800000;3;Pekerja Lepas;1
798;Y;M;36;500000;12;4400000;0;Pedagang;1
799;N;M;98;700000;4;4600000;1;Buruh;0
800;Y;F;72;1400000;5;2300000;0;Pedagang;6
801;N;F;99;1200000;10;4800000;4;Guru/Dosen;1
802;Y;F;31;1200000;12;3000000;5;Pekerja Lepas;7
803;Y;M;72;500000;4;4600000;4;Pedagang;0
804;N;F;97;700000;12;2000000;2;Buruh;1
805;N;F;74;1800000;12;4500000;1;Buruh;1
806;Y;M;26;1200000;20;3500000;0;Pedagang;7
807;N;M;44;1200000;5;4600000;2;Buruh;5
808;Y;M;37;1200000;12;4600000;5;Pedagang;2
809;N;F;86;1800000;10;2300000;3;Guru/Dosen;3
810;Y;M;93;1500000;5;4500000;2;Wirausaha;3
811;Y;M;46;1200000;4;4800000;4;Pedagang;6
812;N;M;22;500000;10;1800000;1;Guru/Dosen;6
813;N;F;92;1600000;16;4400000;0;Guru/Dosen;5
814;N;M;51;1800000;10;4400000;1;Buruh;5
815;N;M;25;3000000;16;2000000;3;Wirausaha;3
816;N;M;45;2000000;3;1200000;0;Guru/Dosen;1
817;Y;M;58;1200000;8;2300000;5;Wirausaha;4
818;N;F;67;1200000;5;2500000;2;Guru/Dosen;1
819;Y;M;98;1200000;8;4500000;3;Wirausaha;0
820;N;F;52;500000;6;1800000;3;Pedagang;0
821;N;M;97;1600000;20;1500000;2;Pedagang;0
822;N;M;22;1400000;10;1200000;4;Buruh;6
823;N;F;97;500000;10;1800000;0;Pekerja Lepas;1
824;N;M;71;1200000;6;1500000;0;Wirausaha;8
825;Y;F;72;1500000;20;2500000;0;Pekerja Lepas;1
826;N;M;76;1900000;5;4000000;0;Buruh;5
827;Y;M;34;500000;4;4500000;0;Guru/Dosen;0
828;Y;M;80;1000000;3;3000000;0;Pedagang;1
829;N;M;75;1500000;3;1500000;2;Pedagang;2
830;N;F;84;1500000;4;1500000;1;Wirausaha;5
831;N;M;70;500000;16;3500000;1;Buruh;2
832;N;M;85;1200000;5;1500000;5;Pedagang;3
833;N;M;83;1500000;8;4000000;1;Buruh;7
834;Y;M;35;700000;8;4000000;4;Wirausaha;1
835;Y;M;53;500000;10;4500000;2;Wirausaha;8
836;Y;M;33;500000;10;2300000;2;Pedagang;4
837;Y;F;58;700000;10;2300000;1;Pedagang;6
838;N;M;51;700000;16;1200000;3;Pedagang;8
839;Y;F;93;1400000;8;3500000;1;Pedagang;0
840;Y;F;49;1200000;6;3000000;5;Pedagang;6
841;Y;F;51;3000000;20;4800000;5;Wirausaha;7
842;N;M;70;1900000;4;2000000;0;Pekerja Lepas;1
843;N;M;86;2500000;4;1200000;4;Pekerja Lepas;5
844;Y;F;20;1500000;20;4400000;1;Buruh;7
845;N;M;23;1500000;5;2000000;5;Pekerja Lepas;7
846;Y;M;97;2500000;5;4000000;0;Pedagang;3
847;Y;F;41;500000;10;5000000;4;Pekerja Lepas;8
848;N;F;24;700000;5;2300000;3;Guru/Dosen;2
849;N;M;34;500000;20;2000000;4;Buruh;2
850;N;M;21;1000000;3;2000000;3;Pedagang;1
851;N;F;68;2000000;6;5000000;4;Buruh;0
852;Y;M;27;1400000;10;4500000;0;Guru/Dosen;6
853;N;M;76;1400000;8;4000000;4;Guru/Dosen;4
854;N;M;58;1900000;10;2300000;5;Buruh;1
855;Y;M;49;2000000;3;4500000;2;Pedagang;3
856;Y;M;55;700000;5;4400000;1;Wirausaha;6
857;Y;M;49;1500000;5;4400000;3;Wirausaha;0
858;Y;M;51;500000;10;4800000;2;Buruh;6
859;Y;M;30;500000;16;4500000;5;Wirausaha;0
860;Y;M;50;1000000;4;5000000;5;Pedagang;1
861;Y;F;65;2000000;16;5000000;0;Wirausaha;6
862;Y;M;30;1600000;3;3000000;0;Pedagang;5
863;N;M;32;1400000;5;1200000;0;Buruh;1
864;Y;M;91;500000;10;4000000;1;Wirausaha;4
865;N;M;90;2000000;20;4400000;4;Guru/Dosen;6
866;N;M;28;1000000;10;1200000;3;Buruh;3
867;N;M;57;1900000;8;2000000;1;Buruh;0
868;Y;F;61;1800000;6;2500000;2;Pedagang;0
869;N;M;76;500000;16;2000000;0;Wirausaha;8
870;Y;F;75;1900000;10;4500000;0;Pedagang;3
871;Y;F;36;1900000;10;4600000;4;Pekerja Lepas;5
872;Y;F;32;700000;4;3000000;0;Pekerja Lepas;3
873;N;M;37;700000;10;1200000;4;Pedagang;7
874;N;M;42;700000;10;2000000;0;Pedagang;1
875;Y;F;49;1900000;16;2300000;0;Wirausaha;1
876;Y;F;39;1600000;6;2300000;0;Pedagang;0
877;N;M;40;1800000;8;2000000;5;Guru/Dosen;3
878;Y;M;29;1800000;6;2500000;2;Pekerja Lepas;6
879;Y;M;84;500000;5;5000000;1;Pekerja Lepas;5
880;Y;M;31;1000000;5;5000000;5;Pedagang;6
881;N;M;84;1200000;4;1500000;3;Buruh;6
882;N;F;29;500000;5;1200000;0;Guru/Dosen;5
883;N;F;92;3000000;3;2000000;4;Pedagang;3
884;N;F;42;1400000;20;1800000;3;Pekerja Lepas;7
885;N;M;71;1400000;5;4000000;2;Guru/Dosen;4
886;N;F;87;500000;6;1500000;2;Guru/Dosen;1
887;Y;M;51;2500000;12;2500000;2;Wirausaha;1
888;Y;F;65;1500000;4;4000000;4;Wirausaha;2
889;Y;F;30;2000000;4;4500000;4;Pedagang;0
890;N;M;98;500000;20;2000000;5;Pedagang;4
891;Y;M;45;1500000;6;4000000;5;Pedagang;1
892;N;M;39;1900000;20;3000000;3;Buruh;0
893;N;F;23;1500000;6;2000000;5;Pedagang;0
894;Y;M;83;1600000;4;3000000;1;Wirausaha;6
895;Y;M;82;1800000;20;3500000;1;Pekerja Lepas;1
896;Y;F;23;2500000;5;4500000;0;Buruh;5
897;N;F;84;1200000;5;1500000;3;Pekerja Lepas;5
898;Y;F;61;1800000;16;4600000;2;Buruh;6
899;Y;M;38;1600000;3;3500000;1;Wirausaha;8
900;Y;M;43;1200000;16;4500000;4;Pekerja Lepas;3
901;Y;F;44;1200000;5;3000000;1;Pekerja Lepas;7
902;Y;M;33;1600000;8;4500000;5;Wirausaha;4
903;N;M;57;1200000;5;5000000;5;Guru/Dosen;0
904;Y;F;71;2500000;10;4000000;5;Pedagang;4
905;Y;M;49;1900000;8;2300000;5;Pedagang;4
906;Y;M;65;500000;12;4600000;2;Pekerja Lepas;0
907;N;M;84;1000000;10;4600000;2;Buruh;6
908;Y;F;89;500000;4;3000000;5;Wirausaha;0
909;Y;F;75;1900000;4;3500000;1;Pedagang;1
910;Y;M;25;1900000;16;4800000;4;Pedagang;2
911;Y;M;71;1200000;8;4400000;4;Pedagang;1
912;Y;M;95;1200000;4;2300000;0;Pedagang;1
913;N;F;22;1000000;3;5000000;5;Guru/Dosen;3
914;Y;M;53;700000;4;4500000;3;Pekerja Lepas;1
915;N;M;24;1200000;10;2300000;5;Guru/Dosen;1
916;Y;M;32;1600000;8;4400000;2;Pekerja Lepas;1
917;N;F;83;700000;12;2000000;3;Pekerja Lepas;5
918;Y;M;22;1600000;4;4400000;0;Wirausaha;5
919;N;M;36;1600000;10;1200000;0;Wirausaha;2
920;Y;M;57;3000000;6;3500000;2;Pekerja Lepas;7
921;Y;F;95;2500000;6;4600000;2;Wirausaha;4
922;Y;M;25;1200000;16;4400000;3;Wirausaha;2
923;N;F;68;1200000;8;1200000;4;Buruh;6
924;N;M;72;1900000;6;2500000;1;Buruh;3
925;N;M;96;1600000;5;2500000;0;Buruh;6
926;Y;M;78;1400000;8;4600000;5;Pedagang;7
927;Y;F;36;1800000;10;2500000;0;Pekerja Lepas;3
928;N;M;77;1600000;6;1800000;3;Buruh;0
929;N;M;80;1800000;5;1500000;5;Pedagang;1
930;Y;M;93;1800000;4;3000000;3;Pedagang;4
931;N;M;58;1900000;4;2000000;1;Pedagang;3
932;Y;M;98;1900000;6;4500000;5;Wirausaha;7
933;N;M;89;1200000;6;1200000;2;Pedagang;3
934;N;M;65;2000000;20;2300000;4;Guru/Dosen;0
935;N;M;99;1200000;4;2300000;0;Buruh;6
936;Y;F;43;500000;20;4400000;0;Wirausaha;6
937;Y;M;53;2000000;6;4000000;5;Pekerja Lepas;7
938;Y;F;94;3000000;3;2300000;2;Wirausaha;5
939;Y;M;61;1900000;8;3500000;0;Pedagang;0
940;N;M;29;1800000;10;1800000;0;Guru/Dosen;6
941;Y;M;78;1800000;8;2500000;3;Pedagang;5
942;Y;M;40;1600000;5;2500000;1;Pedagang;5
943;N;M;23;3000000;4;1200000;3;Guru/Dosen;0
